id,en_sentence,influence,influence_lang,influenced_sentence
348,"Although racism did not start when Trump came to power – as it is imbued into America’s history and culture – and it will not end with his departure from office, his overt racism brought to focus racism in America.",1,fr,"Bien que le racisme n'ait pas commencé quand Trump est arrivé au pouvoir – comme il est imprégné dans l'histoire et la culture des États-Unis – et qu'il ne se terminera pas avec son départ du pouvoir, son racisme manifeste a amené à concentrer le racisme en Amérique."
349,"Although students at Ball State University in Muncie, Indiana, won't be required a COVID-19 test before leaving campus, the university has mandated students to submit a test result within seven days before arriving back on campus in January.",1,fr,"Bien que les étudiants de l'Université Ball State de Muncie, en Indiana, ne soient pas tenus de passer un test COVID-19 avant de quitter le campus, l'université a demandé aux étudiants de soumettre un résultat de test dans les sept jours avant d'arriver sur le campus en janvier."
350,"Although Thanet cases remain low at around seven new weekly cases, nearly five cases per 100,000 people, there remains fear from staff around the lack of clarity from the government and KCC.",1,fr,"Bien que les cas de Thanet demeurent faibles, soit environ sept nouveaux cas hebdomadaires, soit près de cinq cas pour 100 000 personnes, le manque de clarté de la part du gouvernement et du KCC demeure une source de crainte de la part du personnel."
351,"Although the board cited no wrongdoing by their union, the Alberta Union of Provincial Employees (AUPE), Toews said AHS will ask the board to investigate whether union leaders were involved in organizing the strike.",0,es,"Aunque la junta no citó ningún acto ilícito de su sindicato, el Sindicato Alberta de Empleados Provinciales (AUPE), Toews dijo que AHS pedirá a la junta que investigue si los líderes sindicales participaron en la organización de la huelga."
352,"Although the group has distanced itself from the comment and asserted the person is not a member, there are other allegations of the president’s more fervent supporters behaving badly.",0,es,"Aunque el grupo se ha distanciado del comentario y afirmó que la persona no es un miembro, hay otras acusaciones de que los partidarios más fervientes del presidente se comportan mal."
353,"Although there are relatively few drilling operations in Larimer County compared with our neighbors, there is a high level of interest and concern about this topic.",1,fr,"Bien qu'il y ait relativement peu d'opérations de forage dans le comté de Larimer par rapport à nos voisins, il y a un niveau élevé d'intérêt et de préoccupation à ce sujet."
354,"Although the rule of the Muslim Brotherhood didn't last long enough to be able to erode ties with Israel, it did manage to damage the Jewish state's image in the eyes of the general public.",1,fr,"Bien que la règle des Frères musulmans n'ait pas duré assez longtemps pour pouvoir éroder les liens avec Israël, elle a réussi à endommager l'image de l'État juif aux yeux du grand public."
355,"Although the show might not be on the air at the moment, at least you can pretend to be one of its contestants.",1,fr,"Bien que l'émission ne soit peut-être pas en ondes pour le moment, au moins vous pouvez prétendre être l'un de ses concurrents."
356,"Although they spend a person's childhood changing shapes, they settle down and permanently stay once their person reaches full maturation.",1,fr,"Bien qu'ils passent les formes changeantes de l'enfance d'une personne, ils s'installent et restent en permanence une fois leur personne atteint la maturation complète."
357,"Although very helpful, at least in the short term, it’s not purely altruism on the part of the Federal Reserve.",1,fr,"Bien que très utile, au moins à court terme, il n'est pas purement altruisme de la part de la Réserve fédérale."
358,"Although was coming out in 2020, it was actually shot way back in the summer and fall of 2018.",1,fr,"Bien qu'il soit sorti en 2020, il a en fait été tiré bien à l'été et à l'automne 2018."
359,"""Although we have made it through, we have been damaged, we have been hit,"" she said.",0,es,"""Aunque lo hemos logrado, hemos sido dañados, hemos sido golpeados"", dijo."
360,"Although you may not be able to on a literal scale, as the area is also associated with higher learning and study this is the perfect time to finish or start a uni degree or some sort of online passion project.",1,fr,"Bien que vous ne puissiez pas être en mesure à une échelle littérale, comme la région est également associée à l'apprentissage supérieur et étudier, c'est le moment idéal pour terminer ou commencer un diplôme uni ou une sorte de projet de passion en ligne."
361,A magnificent performance.,1,fr,Une magnifique performance.
362,"A majority of these cases involve online shopping; many consumers paid for items such as hand sanitizer or face masks and never received them, WGME reports.",0,es,"La mayoría de estos casos se refieren a compras en línea; muchos consumidores pagaron por artículos como desinfectante de manos o máscaras faciales y nunca los recibieron, informa el WGME."
363,Amakhosi had lost their last league game 1-0 against AmaZulu at FNB Stadium back in March and will be happy to have got off to a winning start at the resumption of play.,0,es,Amakhosi había perdido su último partido de liga 1-0 contra AmaZulu en el estadio FNB en marzo y estará feliz de haber conseguido un comienzo ganador en la reanudación del juego.
364,"Amalgamated Bank now owns 234,115 shares of the company’s stock worth $19,921,000 after acquiring an additional 16,648 shares during the last quarter.",1,fr,Amalgamated Bank possède maintenant 234 115 actions de la société d'actions d'une valeur de 19 921 000 $ après avoir acquis 16 648 actions supplémentaires au cours du dernier trimestre.
365,Amal said there was still no appetite for her friends who play football and are gay to come out publicly.,0,es,Amal dijo que todavía no había apetito por sus amigos que juegan al fútbol y son gays para salir en público.
366,"A man arrested Tuesday night on suspicion of having murdered his wife confessed Wednesday to police that he carried out the fatal stabbing, officers said.",1,fr,"Un homme arrêté mardi soir, soupçonné d'avoir tué sa femme, a avoué mercredi à la police qu'il avait tué à coups de couteau."
367,A man driving behind that car saw the sparks and flashed his lights to alert the driver of the smoke.,1,fr,Un homme qui conduisait derrière cette voiture a vu les étincelles et a clignoté ses lumières pour alerter le conducteur de la fumée.
368,"A man makes his way home after collecting food in Coronationville, west of Johannesburg city centre.",1,fr,"Un homme rentre chez lui après avoir ramassé de la nourriture à Coronationville, à l'ouest du centre-ville de Johannesburg."
369,A man was rushed to hospital via emergency run following a daylight stabbing in Scarborough on Saturday morning.,0,es,Un hombre fue llevado al hospital a través de una operación de emergencia después de un apuñalamiento de luz del día en Scarborough el sábado por la mañana.
370,"Amazon, Facebook, Google, and Twitter are more refined in suppressing books, films, communications, and ideas they don’t like—and don’t want others to like either.",1,fr,"Amazon, Facebook, Google et Twitter sont plus raffinés dans la suppression des livres, des films, des communications et des idées qu'ils n'aiment pas – et ne veulent pas que les autres aiment non plus."
371,"Amazon has similar high-quality Echo speakers, but they’re just as expensive as the HomePod.",0,es,"Amazon tiene altavoces Eco similares de alta calidad, pero son tan caros como el HomePod."
372,"Amazon is now one of the three most biggest US companies by market value, making Bezos the world's richest man.",1,fr,"Amazon est maintenant l'une des trois plus grandes entreprises américaines par valeur marchande, faisant de Bezos l'homme le plus riche du monde."
373,Amazon plans to build a new warehouse behind the five-story office tower.,0,es,Amazon planea construir un nuevo almacén detrás de la torre de oficinas de cinco pisos.
